Instituição;Unidade;Escopo da Inconsistência;Situação da Inconsistência;Total de Inconsistências
Instituto Federal de Sergipe;Campus Aracaju;Matrícula;Alterado RA;4.142
Instituto Federal de Sergipe;Campus Aracaju;Matrícula;Inconsistente RA;4.440
Instituto Federal de Sergipe;Campus Aracaju;Matrícula;Validado PI;10.480
Instituto Federal de Sergipe;Campus Aracaju;Matrícula;Validado RA;404
Instituto Federal de Sergipe;Campus Estância;Ciclo;Validado PI;115
Instituto Federal de Sergipe;Campus Estância;Curso;Validado PI;5
Instituto Federal de Sergipe;Campus Estância;Matrícula;Alterado RA;3.281
Instituto Federal de Sergipe;Campus Estância;Matrícula;Inconsistente RA;238
Instituto Federal de Sergipe;Campus Itabaiana;Ciclo;Alterado RA;46
Instituto Federal de Sergipe;Campus Itabaiana;Ciclo;Inconsistente RA;27
Instituto Federal de Sergipe;Campus Itabaiana;Ciclo;Validado PI;21
Instituto Federal de Sergipe;Campus Itabaiana;Curso;Validado PI;6
Instituto Federal de Sergipe;Campus Itabaiana;Matrícula;Alterado RA;1.723
Instituto Federal de Sergipe;Campus Itabaiana;Matrícula;Inconsistente RA;1.687
Instituto Federal de Sergipe;Campus Itabaiana;Matrícula;Validado PI;334
Instituto Federal de Sergipe;Campus Lagarto;Ciclo;Alterado RA;106
Instituto Federal de Sergipe;Campus Lagarto;Ciclo;Inconsistente RA;45
Instituto Federal de Sergipe;Campus Lagarto;Ciclo;Validado PI;53
Instituto Federal de Sergipe;Campus Lagarto;Curso;Validado PI;7
Instituto Federal de Sergipe;Campus Lagarto;Matrícula;Alterado RA;3.835
Instituto Federal de Sergipe;Campus Lagarto;Matrícula;Inconsistente RA;2.748
Instituto Federal de Sergipe;Campus Nossa Senhora da Glória;Ciclo;Validado PI;34
Instituto Federal de Sergipe;Campus Nossa Senhora da Glória;Curso;Validado PI;4
Instituto Federal de Sergipe;Campus Nossa Senhora da Glória;Matrícula;Alterado RA;216
Instituto Federal de Sergipe;Campus Nossa Senhora da Glória;Matrícula;Inconsistente RA;211
Instituto Federal de Sergipe;Campus Nossa Senhora da Glória;Matrícula;Validado PI;233
Instituto Federal de Sergipe;Campus Nossa Senhora do Socorro;Ciclo;Validado PI;46
Instituto Federal de Sergipe;Campus Nossa Senhora do Socorro;Curso;Validado PI;4
